obs,icdcode,icdlabel,cc,addcc
7043,S72011A,"Unspecified intracapsular fracture of right femur, initial encounter for closed fracture",226,
7044,S72011B,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type I or II",226,
7045,S72011C,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7046,S72012A,"Unspecified intracapsular fracture of left femur, initial encounter for closed fracture",226,
7047,S72012B,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type I or II",226,
7048,S72012C,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7049,S72019A,"Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture",226,
7050,S72019B,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type I or II",226,
7051,S72019C,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7052,S72021A,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",226,
7053,S72021B,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",226,
7054,S72021C,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7055,S72022A,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",226,
7056,S72022B,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",226,
7057,S72022C,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7058,S72023A,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",226,
7059,S72023B,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",226,
7060,S72023C,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7061,S72024A,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",226,
7062,S72024B,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",226,
7063,S72024C,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7064,S72025A,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",226,
7065,S72025B,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",226,
7066,S72025C,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7067,S72026A,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",226,
7068,S72026B,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",226,
7069,S72026C,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7070,S72031A,"Displaced midcervical fracture of right femur, initial encounter for closed fracture",226,
7071,S72031B,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II",226,
7072,S72031C,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7073,S72032A,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",226,
7074,S72032B,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II",226,
7075,S72032C,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7076,S72033A,"Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture",226,
7077,S72033B,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",226,
7078,S72033C,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7079,S72034A,"Nondisplaced midcervical fracture of right femur, initial encounter for closed fracture",226,
7080,S72034B,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type I or II",226,
7081,S72034C,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7082,S72035A,"Nondisplaced midcervical fracture of left femur, initial encounter for closed fracture",226,
7083,S72035B,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type I or II",226,
7084,S72035C,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7085,S72036A,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for closed fracture",226,
7086,S72036B,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",226,
7087,S72036C,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7088,S72041A,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",226,
7089,S72041B,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",226,
7090,S72041C,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7091,S72042A,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",226,
7092,S72042B,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",226,
7093,S72042C,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7094,S72043A,"Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",226,
7095,S72043B,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",226,
7096,S72043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7097,S72044A,"Nondisplaced fracture of base of neck of right femur, initial encounter for closed fracture",226,
7098,S72044B,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",226,
7099,S72044C,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7100,S72045A,"Nondisplaced fracture of base of neck of left femur, initial encounter for closed fracture",226,
7101,S72045B,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",226,
7102,S72045C,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7103,S72046A,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",226,
7104,S72046B,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",226,
7105,S72046C,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7106,S72051A,"Unspecified fracture of head of right femur, initial encounter for closed fracture",226,
7107,S72051B,"Unspecified fracture of head of right femur, initial encounter for open fracture type I or II",226,
7108,S72051C,"Unspecified fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7109,S72052A,"Unspecified fracture of head of left femur, initial encounter for closed fracture",226,
7110,S72052B,"Unspecified fracture of head of left femur, initial encounter for open fracture type I or II",226,
7111,S72052C,"Unspecified fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7112,S72059A,"Unspecified fracture of head of unspecified femur, initial encounter for closed fracture",226,
7113,S72059B,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type I or II",226,
7114,S72059C,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7115,S72061A,"Displaced articular fracture of head of right femur, initial encounter for closed fracture",226,
7116,S72061B,"Displaced articular fracture of head of right femur, initial encounter for open fracture type I or II",226,
7117,S72061C,"Displaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7118,S72062A,"Displaced articular fracture of head of left femur, initial encounter for closed fracture",226,
7119,S72062B,"Displaced articular fracture of head of left femur, initial encounter for open fracture type I or II",226,
7120,S72062C,"Displaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7121,S72063A,"Displaced articular fracture of head of unspecified femur, initial encounter for closed fracture",226,
7122,S72063B,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",226,
7123,S72063C,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7124,S72064A,"Nondisplaced articular fracture of head of right femur, initial encounter for closed fracture",226,
7125,S72064B,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type I or II",226,
7126,S72064C,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7127,S72065A,"Nondisplaced articular fracture of head of left femur, initial encounter for closed fracture",226,
7128,S72065B,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type I or II",226,
7129,S72065C,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7130,S72066A,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for closed fracture",226,
7131,S72066B,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",226,
7132,S72066C,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7133,S72091A,"Other fracture of head and neck of right femur, initial encounter for closed fracture",226,
7134,S72091B,"Other fracture of head and neck of right femur, initial encounter for open fracture type I or II",226,
7135,S72091C,"Other fracture of head and neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7136,S72092A,"Other fracture of head and neck of left femur, initial encounter for closed fracture",226,
7137,S72092B,"Other fracture of head and neck of left femur, initial encounter for open fracture type I or II",226,
7138,S72092C,"Other fracture of head and neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7139,S72099A,"Other fracture of head and neck of unspecified femur, initial encounter for closed fracture",226,
7140,S72099B,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type I or II",226,
7141,S72099C,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7142,S72101A,"Unspecified trochanteric fracture of right femur, initial encounter for closed fracture",226,
7143,S72101B,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type I or II",226,
7144,S72101C,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7145,S72102A,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",226,
